id,title,text
Differential_privacy_chunk_4,Differential privacy,"able to distinguish D 2 {\displaystyle D_{2}} from D 1 {\displaystyle D_{1}} by computing Q 5 − Q 4 {\displaystyle Q_{5}-Q_{4}} for each dataset. If the adversary were required to receive the values Q i {\displaystyle Q_{i}} via an ε {\displaystyle \varepsilon } -differentially private algorithm, for a sufficiently small ε {\displaystyle \varepsilon } , then he or she would be unable to distinguish between the two datasets. Composability and robustness to post processing Composability refers to the fact that the joint distribution of the outputs of (possibly adaptively chosen) differentially private mechanisms satisfies differential privacy. Sequential composition. If we query an ε-differential privacy mechanism t {\displaystyle t} times, and the randomization of the mechanism is independent for each query, then the result would be ε t {\displaystyle \varepsilon t} -differentially private. In the more general case, if there are n {\displaystyle n} independent mechanisms: M 1 , … , M n {\displaystyle {\mathcal {M}}_{1},\dots ,{\mathcal {M}}_{n}} , whose privacy guarantees are ε 1 , … , ε n {\displaystyle \varepsilon _{1},\dots ,\varepsilon _{n}} differential privacy, respectively, then any function g {\displaystyle g} of them: g ( M 1 , … , M n ) {\displaystyle g({\mathcal {M}}_{1},\dots ,{\mathcal {M}}_{n})} is ( ∑ i = 1 n ε i ) {\displaystyle \left(\sum \limits _{i=1}^{n}\varepsilon _{i}\right)} -differentially private. Parallel composition. If the previous mechanisms are computed on disjoint subsets of the private database then the function g {\displaystyle g} would be ( max i ε i ) {\displaystyle (\max _{i}\varepsilon _{i})} -differentially private instead. The other important property for modular use of differential privacy is robustness to post processing. This is defined to mean that for any deterministic or randomized function F {\displaystyle F} defined over the image of the mechanism A {\displaystyle {\mathcal {A}}} , if A {\displaystyle {\mathcal {A}}}"
Differential_privacy_chunk_5,Differential privacy,"-differentially private instead. The other important property for modular use of differential privacy is robustness to post processing. This is defined to mean that for any deterministic or randomized function F {\displaystyle F} defined over the image of the mechanism A {\displaystyle {\mathcal {A}}} , if A {\displaystyle {\mathcal {A}}} satisfies ε-differential privacy, so does F ( A ) {\displaystyle F({\mathcal {A}})} . The property of composition permits modular construction and analysis of differentially private mechanisms and motivates the concept of the privacy loss budget. If all elements that access sensitive data of a complex mechanisms are separately differentially private, so will be their combination, followed by arbitrary post-processing. Group privacy In general, ε-differential privacy is designed to protect the privacy between neighboring databases which differ only in one row. This means that no adversary with arbitrary auxiliary information can know if one particular participant submitted their information. However this is also extendable. We may want to protect databases differing in c {\displaystyle c} rows, which amounts to an adversary with arbitrary auxiliary information knowing if c {\displaystyle c} particular participants submitted their information. This can be achieved because if c {\displaystyle c} items change, the probability dilation is bounded by exp ⁡ ( ε c ) {\displaystyle \exp(\varepsilon c)} instead of exp ⁡ ( ε ) {\displaystyle \exp(\varepsilon )} , i.e., for D1 and D2 differing on c {\displaystyle c} items: Pr [ A ( D 1 ) ∈ S ] ≤ exp ⁡ ( ε c ) ⋅ Pr [ A ( D 2 ) ∈ S ] {\displaystyle \Pr[{\mathcal {A}}(D_{1})\in S]\leq \exp(\varepsilon c)\cdot \Pr[{\mathcal {A}}(D_{2})\in S]\,\!} Thus setting ε instead to ε / c {\displaystyle \varepsilon /c} achieves the desired result (protection of c {\displaystyle c} items). In other words, instead of having each item ε-differentially private"
Differential_privacy_chunk_6,Differential privacy,"Pr [ A ( D 2 ) ∈ S ] {\displaystyle \Pr[{\mathcal {A}}(D_{1})\in S]\leq \exp(\varepsilon c)\cdot \Pr[{\mathcal {A}}(D_{2})\in S]\,\!} Thus setting ε instead to ε / c {\displaystyle \varepsilon /c} achieves the desired result (protection of c {\displaystyle c} items). In other words, instead of having each item ε-differentially private protected, now every group of c {\displaystyle c} items is ε-differentially private protected (and each item is ( ε / c ) {\displaystyle (\varepsilon /c)} -differentially private protected). Hypothesis testing interpretation One can think of differential privacy as bounding the error rates in a hypothesis test. Consider two hypotheses: H 0 {\displaystyle H_{0}} : The individual's data is not in the dataset. H 1 {\displaystyle H_{1}} : The individual's data is in the dataset. Then, there are two error rates: False Positive Rate (FPR): P FP = Pr [ Adversary guesses H 1 ∣ H 0 is true ] . {\displaystyle P_{\text{FP}}=\Pr[{\text{Adversary guesses }}H_{1}\mid H_{0}{\text{ is true}}].} False Negative Rate (FNR): P FN = Pr [ Adversary guesses H 0 ∣ H 1 is true ] . {\displaystyle P_{\text{FN}}=\Pr[{\text{Adversary guesses }}H_{0}\mid H_{1}{\text{ is true}}].} Ideal protection would imply that both error rates are equal, but for a fixed (ε, δ) setting, an attacker can achieve the following rates: { ( P FP , P FN ) ∣ P FP + e ε P FN ≥ 1 − δ , e ε P FP + P FN ≥ 1 − δ } {\displaystyle \{(P_{\text{FP}},P_{\text{FN}})\mid P_{\text{FP}}+e^{\varepsilon }P_{\text{FN}}\geq 1-\delta ,\ e^{\varepsilon }P_{\text{FP}}+P_{\text{FN}}\geq 1-\delta \}} ε-differentially private mechanisms Since differential privacy is a probabilistic concept, any differentially private mechanism is necessarily randomized. Some of these, like the Laplace mechanism, described below, rely on adding controlled noise to the function that we want to compute. Others, like the exponential mechanism and posterior sampling sample from"
Differential_privacy_chunk_7,Differential privacy,"\}} ε-differentially private mechanisms Since differential privacy is a probabilistic concept, any differentially private mechanism is necessarily randomized. Some of these, like the Laplace mechanism, described below, rely on adding controlled noise to the function that we want to compute. Others, like the exponential mechanism and posterior sampling sample from a problem-dependent family of distributions instead. An important definition with respect to ε-differentially private mechanisms is sensitivity. Let d {\displaystyle d} be a positive integer, D {\displaystyle {\mathcal {D}}} be a collection of datasets, and f : D → R d {\displaystyle f\colon {\mathcal {D}}\rightarrow \mathbb {R} ^{d}} be a function. One definition of the sensitivity of a function, denoted Δ f {\displaystyle \Delta f} , can be defined by: Δ f = max ‖ f ( D 1 ) − f ( D 2 ) ‖ 1 , {\displaystyle \Delta f=\max \lVert f(D_{1})-f(D_{2})\rVert _{1},} where the maximum is over all pairs of datasets D 1 {\displaystyle D_{1}} and D 2 {\displaystyle D_{2}} in D {\displaystyle {\mathcal {D}}} differing in at most one element and ‖ ⋅ ‖ 1 {\displaystyle \lVert \cdot \rVert _{1}} denotes the L1 norm. In the example of the medical database below, if we consider f {\displaystyle f} to be the function Q i {\displaystyle Q_{i}} , then the sensitivity of the function is one, since changing any one of the entries in the database causes the output of the function to change by either zero or one. This can be generalized to other metric spaces (measures of distance), and must be to make certain differentially private algorithms work, including adding noise from the Gaussian distribution (which requires the L2 norm) instead of the Laplace distribution. There are techniques (which are described below) using which we can create a differentially private algorithm for functions, with parameters"
Differential_privacy_chunk_8,Differential privacy,"(measures of distance), and must be to make certain differentially private algorithms work, including adding noise from the Gaussian distribution (which requires the L2 norm) instead of the Laplace distribution. There are techniques (which are described below) using which we can create a differentially private algorithm for functions, with parameters that vary depending on their sensitivity. Laplace mechanism The Laplace mechanism adds Laplace noise (i.e. noise from the Laplace distribution, which can be expressed by probability density function noise ( y ) ∝ exp ⁡ ( − | y | / λ ) {\displaystyle {\text{noise}}(y)\propto \exp(-|y|/\lambda )\,\!} , which has mean zero and standard deviation 2 λ {\displaystyle {\sqrt {2}}\lambda \,\!} ). Now in our case we define the output function of A {\displaystyle {\mathcal {A}}\,\!} as a real valued function (called as the transcript output by A {\displaystyle {\mathcal {A}}\,\!} ) as T A ( x ) = f ( x ) + Y {\displaystyle {\mathcal {T}}_{\mathcal {A}}(x)=f(x)+Y\,\!} where Y ∼ Lap ( λ ) {\displaystyle Y\sim {\text{Lap}}(\lambda )\,\!\,\!} and f {\displaystyle f\,\!} is the original real valued query/function we planned to execute on the database. Now clearly T A ( x ) {\displaystyle {\mathcal {T}}_{\mathcal {A}}(x)\,\!} can be considered to be a continuous random variable, where p d f ( T A , D 1 ( x ) = t ) p d f ( T A , D 2 ( x ) = t ) = noise ( t − f ( D 1 ) ) noise ( t − f ( D 2 ) ) {\displaystyle {\frac {\mathrm {pdf} ({\mathcal {T}}_{{\mathcal {A}},D_{1}}(x)=t)}{\mathrm {pdf} ({\mathcal {T}}_{{\mathcal {A}},D_{2}}(x)=t)}}={\frac {{\text{noise}}(t-f(D_{1}))}{{\text{noise}}(t-f(D_{2}))}}\,\!} which is at most e | f ( D 1 ) − f ( D 2 ) | λ ≤ e Δ ( f ) λ {\displaystyle e^{\frac {|f(D_{1})-f(D_{2})|}{\lambda"
Differential_privacy_chunk_9,Differential privacy,"( t − f ( D 2 ) ) {\displaystyle {\frac {\mathrm {pdf} ({\mathcal {T}}_{{\mathcal {A}},D_{1}}(x)=t)}{\mathrm {pdf} ({\mathcal {T}}_{{\mathcal {A}},D_{2}}(x)=t)}}={\frac {{\text{noise}}(t-f(D_{1}))}{{\text{noise}}(t-f(D_{2}))}}\,\!} which is at most e | f ( D 1 ) − f ( D 2 ) | λ ≤ e Δ ( f ) λ {\displaystyle e^{\frac {|f(D_{1})-f(D_{2})|}{\lambda }}\leq e^{\frac {\Delta (f)}{\lambda }}\,\!} . We can consider Δ ( f ) λ {\displaystyle {\frac {\Delta (f)}{\lambda }}\,\!} to be the privacy factor ε {\displaystyle \varepsilon \,\!} . Thus T {\displaystyle {\mathcal {T}}\,\!} follows a differentially private mechanism (as can be seen from the definition above). If we try to use this concept in our diabetes example then it follows from the above derived fact that in order to have A {\displaystyle {\mathcal {A}}\,\!} as the ε {\displaystyle \varepsilon \,\!} -differential private algorithm we need to have λ = 1 / ε {\displaystyle \lambda =1/\varepsilon \,\!} . Though we have used Laplace noise here, other forms of noise, such as the Gaussian Noise, can be employed, but they may require a slight relaxation of the definition of differential privacy. Randomized response A simple example, especially developed in the social sciences, is to ask a person to answer the question ""Do you own the attribute A?"", according to the following procedure: Toss a coin. If heads, then toss the coin again (ignoring the outcome), and answer the question honestly. If tails, then toss the coin again and answer ""Yes"" if heads, ""No"" if tails. (The seemingly redundant extra toss in the first case is needed in situations where just the act of tossing a coin may be observed by others, even if the actual result stays hidden.) The confidentiality then arises from the refutability of the individual responses. But, overall, these data with many responses are significant, since positive responses"
Differential_privacy_chunk_10,Differential privacy,"the first case is needed in situations where just the act of tossing a coin may be observed by others, even if the actual result stays hidden.) The confidentiality then arises from the refutability of the individual responses. But, overall, these data with many responses are significant, since positive responses are given to a quarter by people who do not have the attribute A and three-quarters by people who actually possess it. Thus, if p is the true proportion of people with A, then we expect to obtain (1/4)(1-p) + (3/4)p = (1/4) + p/2 positive responses. Hence it is possible to estimate p. In particular, if the attribute A is synonymous with illegal behavior, then answering ""Yes"" is not incriminating, insofar as the person has a probability of a ""Yes"" response, whatever it may be. Although this example, inspired by randomized response, might be applicable to microdata (i.e., releasing datasets with each individual response), by definition differential privacy excludes microdata releases and is only applicable to queries (i.e., aggregating individual responses into one result) as this would violate the requirements, more specifically the plausible deniability that a subject participated or not. Stable transformations A transformation T {\displaystyle T} is c {\displaystyle c} -stable if the Hamming distance between T ( A ) {\displaystyle T(A)} and T ( B ) {\displaystyle T(B)} is at most c {\displaystyle c} -times the Hamming distance between A {\displaystyle A} and B {\displaystyle B} for any two databases A , B {\displaystyle A,B} . If there is a mechanism M {\displaystyle M} that is ε {\displaystyle \varepsilon } -differentially private, then the composite mechanism M ∘ T {\displaystyle M\circ T} is ( ε × c ) {\displaystyle (\varepsilon \times c)} -differentially private. This could be generalized to group privacy, as the group size could"
Differential_privacy_chunk_11,Differential privacy,"If there is a mechanism M {\displaystyle M} that is ε {\displaystyle \varepsilon } -differentially private, then the composite mechanism M ∘ T {\displaystyle M\circ T} is ( ε × c ) {\displaystyle (\varepsilon \times c)} -differentially private. This could be generalized to group privacy, as the group size could be thought of as the Hamming distance h {\displaystyle h} between A {\displaystyle A} and B {\displaystyle B} (where A {\displaystyle A} contains the group and B {\displaystyle B} does not). In this case M ∘ T {\displaystyle M\circ T} is ( ε × c × h ) {\displaystyle (\varepsilon \times c\times h)} -differentially private. Research Early research leading to differential privacy In 1977, Tore Dalenius formalized the mathematics of cell suppression. Tore Dalenius was a Swedish statistician who contributed to statistical privacy through his 1977 paper that revealed a key point about statistical databases, which was that databases should not reveal information about an individual that is not otherwise accessible. He also defined a typology for statistical disclosures. In 1979, Dorothy Denning, Peter J. Denning and Mayer D. Schwartz formalized the concept of a Tracker, an adversary that could learn the confidential contents of a statistical database by creating a series of targeted queries and remembering the results. This and future research showed that privacy properties in a database could only be preserved by considering each new query in light of (possibly all) previous queries. This line of work is sometimes called query privacy, with the final result being that tracking the impact of a query on the privacy of individuals in the database was NP-hard. 21st century In 2003, Kobbi Nissim and Irit Dinur demonstrated that it is impossible to publish arbitrary queries on a private statistical database without revealing some amount of private information, and that the"
Differential_privacy_chunk_12,Differential privacy,"that tracking the impact of a query on the privacy of individuals in the database was NP-hard. 21st century In 2003, Kobbi Nissim and Irit Dinur demonstrated that it is impossible to publish arbitrary queries on a private statistical database without revealing some amount of private information, and that the entire information content of the database can be revealed by publishing the results of a surprisingly small number of random queries—far fewer than was implied by previous work. The general phenomenon is known as the Fundamental Law of Information Recovery, and its key insight, namely that in the most general case, privacy cannot be protected without injecting some amount of noise, led to development of differential privacy. In 2006, Cynthia Dwork, Frank McSherry, Kobbi Nissim and Adam D. Smith published an article formalizing the amount of noise that needed to be added and proposing a generalized mechanism for doing so. This paper also created the first formal definition of differential privacy. Their work was a co-recipient of the 2016 TCC Test-of-Time Award and the 2017 Gödel Prize. Since then, subsequent research has shown that there are many ways to produce very accurate statistics from the database while still ensuring high levels of privacy. Adoption in real-world applications To date there are over 12 real-world deployments of differential privacy, the most noteworthy being: 2008: U.S. Census Bureau, for showing commuting patterns. 2014: Google's RAPPOR, for telemetry such as learning statistics about unwanted software hijacking users' settings. 2015: Google, for sharing historical traffic statistics. 2016: Apple iOS 10, for use in Intelligent personal assistant technology. 2017: Microsoft, for telemetry in Windows. 2020: Social Science One and Facebook, a 55 trillion cell dataset for researchers to learn about elections and democracy. 2021: The US Census Bureau uses differential privacy to release redistricting data"
Differential_privacy_chunk_13,Differential privacy,"traffic statistics. 2016: Apple iOS 10, for use in Intelligent personal assistant technology. 2017: Microsoft, for telemetry in Windows. 2020: Social Science One and Facebook, a 55 trillion cell dataset for researchers to learn about elections and democracy. 2021: The US Census Bureau uses differential privacy to release redistricting data from the 2020 Census. Public purpose considerations There are several public purpose considerations regarding differential privacy that are important to consider, especially for policymakers and policy-focused audiences interested in the social opportunities and risks of the technology: Data utility and accuracy. The main concern with differential privacy is the trade-off between data utility and individual privacy. If the privacy loss parameter is set to favor utility, the privacy benefits are lowered (less “noise” is injected into the system); if the privacy loss parameter is set to favor heavy privacy, the accuracy and utility of the dataset are lowered (more “noise” is injected into the system). It is important for policymakers to consider the trade-offs posed by differential privacy in order to help set appropriate best practices and standards around the use of this privacy preserving practice, especially considering the diversity in organizational use cases. It is worth noting, though, that decreased accuracy and utility is a common issue among all statistical disclosure limitation methods and is not unique to differential privacy. What is unique, however, is how policymakers, researchers, and implementers can consider mitigating against the risks presented through this trade-off. Data privacy and security. Differential privacy provides a quantified measure of privacy loss and an upper bound and allows curators to choose the explicit trade-off between privacy and accuracy. It is robust to still unknown privacy attacks. However, it encourages greater data sharing, which if done poorly, increases privacy risk. Differential privacy implies that privacy is protected, but this"
Differential_privacy_chunk_14,Differential privacy,"measure of privacy loss and an upper bound and allows curators to choose the explicit trade-off between privacy and accuracy. It is robust to still unknown privacy attacks. However, it encourages greater data sharing, which if done poorly, increases privacy risk. Differential privacy implies that privacy is protected, but this depends very much on the privacy loss parameter chosen and may instead lead to a false sense of security. Finally, though it is robust against unforeseen future privacy attacks, a countermeasure may be devised that we cannot predict. Attacks in practice Because differential privacy techniques are implemented on real computers, they are vulnerable to various attacks not possible to compensate for solely in the mathematics of the techniques themselves. In addition to standard defects of software artifacts that can be identified using testing or fuzzing, implementations of differentially private mechanisms may suffer from the following vulnerabilities: Subtle algorithmic or analytical mistakes. Timing side-channel attacks. In contrast with timing attacks against implementations of cryptographic algorithms that typically have low leakage rate and must be followed with non-trivial cryptanalysis, a timing channel may lead to a catastrophic compromise of a differentially private system, since a targeted attack can be used to exfiltrate the very bit that the system is designed to hide. Leakage through floating-point arithmetic. Differentially private algorithms are typically presented in the language of probability distributions, which most naturally lead to implementations using floating-point arithmetic. The abstraction of floating-point arithmetic is leaky, and without careful attention to details, a naive implementation may fail to provide differential privacy. (This is particularly the case for ε-differential privacy, which does not allow any probability of failure, even in the worst case.) For example, the support of a textbook sampler of the Laplace distribution (required, for instance, for the Laplace mechanism) is less than"
Differential_privacy_chunk_15,Differential privacy,"implementation may fail to provide differential privacy. (This is particularly the case for ε-differential privacy, which does not allow any probability of failure, even in the worst case.) For example, the support of a textbook sampler of the Laplace distribution (required, for instance, for the Laplace mechanism) is less than 80% of all double-precision floating point numbers; moreover, the support for distributions with different means are not identical. A single sample from a naïve implementation of the Laplace mechanism allows distinguishing between two adjacent datasets with probability more than 35%. Timing channel through floating-point arithmetic. Unlike operations over integers that are typically constant-time on modern CPUs, floating-point arithmetic exhibits significant input-dependent timing variability. Handling of subnormals can be particularly slow, as much as by ×100 compared to the typical case. See also Implementations of differentially private analyses – deployments of differential privacy Quasi-identifier Exponential mechanism (differential privacy) – a technique for designing differentially private algorithms k-anonymity Differentially private analysis of graphs Protected health information Local differential privacy Privacy Differential privacy composition theorems References Further reading Publications Calibrating noise to sensitivity in private data analysis, Cynthia Dwork, Frank McSherry, Kobbi Nissim, and Adam Smith. 2006. In Proceedings of the Third conference on Theory of Cryptography (TCC'06). Springer-Verlag, Berlin, Heidelberg, 265–284. Calibrating Noise to Sensitivity in Private Data Analysis (This is the original publication of Differential Privacy, and not the eponymous article by Dwork that was published the same year.) Differential Privacy: A Survey of Results by Cynthia Dwork, Microsoft Research, April 2008 (Presents what was discovered during the first two years of research on differential privacy.) Differential Privacy: A Primer for a Non-Technical Audience, Alexandra Wood, Micah Altman, Aaron Bembenek, Mark Bun, Marco Gaboardi, et al, Vanderbilt Journal of Entertainment & Technology LawVanderbilt Journal of Entertainment, Volume 21, Issue 1, Fall"
Differential_privacy_chunk_16,Differential privacy,"2008 (Presents what was discovered during the first two years of research on differential privacy.) Differential Privacy: A Primer for a Non-Technical Audience, Alexandra Wood, Micah Altman, Aaron Bembenek, Mark Bun, Marco Gaboardi, et al, Vanderbilt Journal of Entertainment & Technology LawVanderbilt Journal of Entertainment, Volume 21, Issue 1, Fall 2018. (A good introductory document, but definitely *not* for non-technical audiences!) Technology Factsheet: Differential Privacy by Raina Gandhi and Amritha Jayanti, Belfer Center for Science and International Affairs, Fall 2020 Differential Privacy and the 2020 US Census, MIT Case Studies in Social and Ethical Responsibilities of Computing, no. Winter 2022 (January). Differential Privacy and the 2020 US Census. Garfinkel, Simson (2025). Differential Privacy. MIT Press Essential Knowledge. MIT Press. doi:10.7551/mitpress/15354.001.0001. ISBN 9780262551656. Bowen, Claire McKay and Simson Garfinkel, The Philosophy of Differential Privacy, AMS Notices, November 2021. Tutorials A Practical Beginner's Guide To Differential Privacy by Christine Task, Purdue University, April 2012"
